TransactionID,CustomerID,CustomerName,ProductID,ProductName,ProductCategory,PurchaseQuantity,PurchasePrice,PurchaseDate,Country
144,694,Connie Brooks,259,Headphones,Electronics,2,88.18,2024-04-20,Philippines
145,702,Brittany Cuevas,261,Electric Kettle,Home Appliances,2,502.69,2023-08-05,French Polynesia
146,525,Angelica Guerra,293,Television,Electronics,4,641.53,2023-08-20,Guernsey
147,419,Richard Boyd,244,Washing Machine,Home Appliances,1,899.92,2023-12-27,Bhutan
148,548,Jodi Jones,205,Washing Machine,Home Appliances,5,166.4,2024-05-05,Russian Federation
149,217,Greg Rodriguez,221,Toaster,Home Appliances,5,306.16,2024-06-21,Saint Vincent and the Grenadines
150,349,Kristen Rivera,254,Washing Machine,Home Appliances,4,846.85,2023-12-22,Djibouti
151,916,Cody Davidson,255,Printer,Electronics,4,115.59,2023-11-26,Antarctica (the territory South of 60 deg S)
152,855,Christina Vargas,249,Electric Kettle,Home Appliances,3,579.06,2023-06-27,Romania
153,319,Paul Stokes,208,Blender,Home Appliances,4,281.74,2024-02-05,Bosnia and Herzegovina
154,918,Chelsea Nguyen,258,Smart Bulb,Electronics,4,834.51,2023-08-09,Estonia
155,786,Kelsey Fowler,276,Vacuum Cleaner,Home Appliances,5,803.91,2023-11-23,New Caledonia
156,501,Hannah Bruce,279,Television,Electronics,5,258.12,2023-09-01,Suriname
157,789,Elizabeth Mendez,210,Laptop,Electronics,1,315.84,2024-03-13,Burkina Faso
158,420,Eric White,288,Blender,Home Appliances,5,371.21,2023-08-19,Madagascar
159,497,Chad Reyes,223,Laptop,Electronics,3,333.45,2024-01-01,Norfolk Island
160,650,Maria Cooke,271,Microwave,Home Appliances,2,140.84,2023-08-29,Liechtenstein
161,395,Ernest Hayes,206,Heater,Home Appliances,5,914.35,2024-05-27,Guinea-Bissau
162,109,Mr. James Hoffman,283,Smartwatch,Electronics,4,967.71,2024-01-04,Ireland
163,801,Michael Wallace Jr.,272,Toaster,Home Appliances,1,473.65,2023-07-07,South Africa
164,879,Andrew Walker,236,Headphones,Electronics,2,861.54,2023-08-30,Slovakia (Slovak Republic)
165,568,Patricia Simpson,265,Heater,Home Appliances,3,99.4,2023-08-08,Montenegro
166,216,Joshua Ritter,269,Blender,Home Appliances,3,541.21,2024-05-10,Saudi Arabia
167,142,Jessica Robinson,254,Toaster,Home Appliances,3,588.71,2023-08-04,Saint Pierre and Miquelon
168,949,Danielle Golden,204,Refrigerator,Home Appliances,2,476.76,2023-12-17,Estonia
169,456,Angie Grimes,215,Electric Kettle,Home Appliances,2,651.18,2024-04-22,Sudan
170,342,Oscar Norris,290,Washing Machine,Home Appliances,4,125.51,2024-02-18,Niue
171,538,Charles Clark,226,Smartphone,Electronics,3,995.97,2024-05-03,Bahamas
172,683,Douglas Ryan,241,Laptop,Electronics,2,888.39,2024-03-25,French Guiana
173,396,Tiffany Robertson,286,Printer,Electronics,4,377.3,2024-05-07,Bhutan
174,238,Rachel Sellers,235,Electric Kettle,Home Appliances,2,886.56,2024-05-27,Palau
175,229,Brandi Thomas,241,Tablet,Electronics,5,414.03,2024-05-12,Egypt
176,879,Jenna Thomas,280,Blender,Home Appliances,3,225.1,2023-10-08,Nigeria
177,524,Bernard Norton,298,Vacuum Cleaner,Home Appliances,3,108.36,2023-08-01,Iraq
178,627,Melissa Wiley,258,Heater,Home Appliances,3,69.94,2024-01-01,Greece
179,695,Raymond Oconnor,293,Vacuum Cleaner,Home Appliances,1,949.52,2023-12-21,Norfolk Island
180,780,Sarah Flynn,250,Refrigerator,Home Appliances,2,645.29,2023-09-18,Japan
181,944,Derrick Clayton,243,Smartphone,Electronics,3,251.13,2024-01-24,Montserrat
182,233,Karina Cooper,287,Smart Bulb,Electronics,2,77.92,2024-04-17,Australia
183,147,Richard Stevens,215,Smart Bulb,Electronics,2,814.92,2024-06-20,Togo
184,261,Aaron Rubio,225,Camera,Electronics,2,790.76,2024-03-19,United States of America
185,235,Elizabeth Baxter,235,Smartwatch,Electronics,2,987.65,2023-08-01,Palau
186,469,Jacob Mckee,221,Microwave,Home Appliances,1,664.45,2023-07-16,Indonesia
187,740,Michael Young,283,Headphones,Electronics,1,364.66,2023-07-31,Romania
188,197,John Anderson,228,Smart Bulb,Electronics,3,25.62,2024-01-13,Pitcairn Islands
189,555,Michael Montoya,254,Blender,Home Appliances,2,744.3,2024-03-21,Bulgaria
190,589,James Cross,213,Laptop,Electronics,4,453.79,2023-08-05,Germany
191,476,Breanna Ayala,296,Heater,Home Appliances,5,117.96,2024-05-30,Burkina Faso
192,756,Brenda Moreno MD,283,Smart Bulb,Electronics,1,729.97,2023-08-28,Kazakhstan
193,459,Lori Hernandez,252,Air Conditioner,Home Appliances,1,70.22,2024-02-20,Poland
194,553,Angelica Garcia,296,Coffee Maker,Home Appliances,4,689.24,2023-08-12,Myanmar
195,847,Victor Edwards,217,Air Conditioner,Home Appliances,1,900.27,2023-09-30,Falkland Islands (Malvinas)
196,760,Juan Greene,277,Electric Kettle,Home Appliances,2,75.03,2023-10-14,Slovakia (Slovak Republic)
197,807,Ryan Liu,226,Electric Kettle,Home Appliances,5,552.87,2024-01-13,Netherlands
198,621,James Lucas,230,Coffee Maker,Home Appliances,5,535.25,2024-01-04,Hungary
199,215,Mark Jones,201,Heater,Home Appliances,5,435.9,2023-11-13,Vietnam
200,424,Scott Carroll,246,Router,Electronics,2,435.77,2024-01-24,Pitcairn Islands
201,276,Tiffany Townsend,202,Printer,Electronics,3,829.15,2024-02-09,Bangladesh
202,114,Andrew Brown,250,Coffee Maker,Home Appliances,1,319.42,2024-01-08,France
203,743,Pamela Henderson,251,Washing Machine,Home Appliances,3,954.06,2023-07-28,Northern Mariana Islands
204,649,Brittany Miller,210,Refrigerator,Home Appliances,1,833.45,2024-01-10,Uruguay
205,308,Brittney Murphy,275,Printer,Electronics,1,747.14,2024-02-27,Serbia
206,954,Maria Collins,255,Microwave,Home Appliances,5,69.38,2024-04-04,Zimbabwe
207,966,David Middleton,214,Refrigerator,Home Appliances,4,360.06,2023-12-19,New Caledonia
208,723,Maxwell Barrett,222,Blender,Home Appliances,3,604.41,2023-08-11,American Samoa
209,824,Adam Crawford,244,Refrigerator,Home Appliances,5,512.34,2024-01-15,Malaysia
210,901,Deanna Watson,295,Tablet,Electronics,2,848.8,2024-04-24,Tunisia
211,375,Bailey Yoder,242,Heater,Home Appliances,3,123.74,2024-05-04,Japan
212,378,Deborah Proctor,280,Electric Kettle,Home Appliances,2,809.15,2023-07-25,Luxembourg
213,566,Amy Villarreal,221,Smart Bulb,Electronics,3,38.66,2023-11-15,Cayman Islands
214,361,Stephanie Craig,214,Washing Machine,Home Appliances,3,357.51,2023-09-22,Saint Vincent and the Grenadines
215,621,Scott Smith,205,Headphones,Electronics,5,660.77,2023-12-26,Haiti
216,492,Cassidy Horne,204,Headphones,Electronics,1,100.84,2024-01-26,Spain
217,831,Jennifer Morris,253,Printer,Electronics,4,459.11,2024-06-15,Saint Helena
218,427,Blake Watson,264,Camera,Electronics,3,724.38,2024-03-13,United Arab Emirates
219,153,Robert Jarvis,251,Smartphone,Electronics,2,165.84,2023-07-22,Turkey
220,576,Patricia Collins,211,Laptop,Electronics,3,448.68,2024-01-26,Korea
221,108,Eddie Mueller,294,Air Conditioner,Home Appliances,5,447.62,2024-02-22,Ecuador
222,575,Wesley Cuevas,299,Vacuum Cleaner,Home Appliances,5,122.68,2023-09-09,Saint Martin
223,659,Danielle Smith,252,Refrigerator,Home Appliances,3,681.44,2023-07-05,Djibouti
224,654,Ryan Wiley,242,Heater,Home Appliances,3,54.96,2023-06-26,Senegal
225,773,Oscar Parker,226,Electric Kettle,Home Appliances,1,17.61,2024-01-17,Dominica
226,529,Anthony Shea DDS,211,Vacuum Cleaner,Home Appliances,2,766.52,2023-07-13,Uruguay
227,337,Kelly Haynes,247,Toaster,Home Appliances,1,17.65,2023-12-21,San Marino
228,186,Kathy Walsh,250,Microwave,Home Appliances,2,386.41,2023-07-25,Namibia
229,681,Matthew Anderson,237,Router,Electronics,5,835.02,2023-10-05,Thailand
230,422,Jenna Decker,241,Refrigerator,Home Appliances,4,863.15,2023-10-27,Korea
231,378,Tony Taylor,298,Printer,Electronics,1,465.16,2024-02-08,Botswana
232,259,Jerry Edwards,215,Camera,Electronics,5,434.99,2024-01-20,Guinea-Bissau
233,888,Eric Baker,215,Coffee Maker,Home Appliances,3,124.02,2023-07-31,Cayman Islands
234,926,Samantha Terry,205,Camera,Electronics,2,803.31,2023-09-17,Syrian Arab Republic
235,977,Brandon Wright,245,Toaster,Home Appliances,1,442.34,2023-11-26,Malawi
236,150,Debbie Ewing,203,Television,Electronics,4,592.98,2023-11-30,Timor-Leste
237,563,Krista Davis,213,Printer,Electronics,3,748.35,2024-05-03,South Africa
238,243,Antonio Norman,228,Camera,Electronics,2,85.62,2023-08-15,Congo
239,943,Michael Pace,210,Router,Electronics,5,201.96,2024-02-07,Myanmar
240,365,Angela Osborn,225,Toaster,Home Appliances,2,243.91,2024-06-10,Oman
241,554,Anna Boone,242,Smartwatch,Electronics,2,181.76,2023-08-12,Armenia
242,572,Thomas Hamilton,292,Laptop,Electronics,2,951.78,2023-11-26,Luxembourg
243,130,Jeffery Gomez,223,Air Conditioner,Home Appliances,5,762.28,2023-10-10,Fiji
244,556,Amanda Harvey,231,Electric Kettle,Home Appliances,5,329.98,2024-03-03,French Polynesia
245,610,Juan Brown,235,Microwave,Home Appliances,4,77.6,2023-11-21,Burundi
246,529,Stephen Fox,280,Washing Machine,Home Appliances,3,595.51,2024-05-02,Mauritius
247,913,James Reeves,261,Heater,Home Appliances,1,317.3,2024-01-23,Slovenia
248,596,Keith Morris,234,Blender,Home Appliances,1,375.05,2023-09-03,Anguilla
249,426,Alyssa Cochran,235,Refrigerator,Home Appliances,1,618.86,2023-07-18,Sudan
250,583,Pamela Key,220,Air Conditioner,Home Appliances,5,558.77,2023-08-03,Egypt
251,772,Joseph Moody,294,Tablet,Electronics,5,655.32,2023-07-17,Serbia
252,324,Vickie Price,222,Electric Kettle,Home Appliances,4,506.35,2023-09-02,Dominica
253,706,Oscar Howard,275,Tablet,Electronics,1,812.86,2023-07-06,Romania
254,817,Keith Thomas,224,Refrigerator,Home Appliances,5,649.67,2024-05-15,Sudan
255,604,Casey Johnson,207,Television,Electronics,4,991.08,2023-09-24,Netherlands Antilles
256,324,John Rivera,278,Camera,Electronics,3,918.76,2023-09-12,Sri Lanka
257,233,Christopher Lang,241,Coffee Maker,Home Appliances,3,682.11,2023-07-19,Angola
258,251,Sylvia Schroeder,267,Camera,Electronics,1,336.39,2024-05-25,Haiti
259,174,Tom Foster,212,Washing Machine,Home Appliances,3,726.5,2023-11-03,Gabon
260,430,Christopher Fry,281,Camera,Electronics,1,586.91,2024-01-01,Pakistan
261,424,Wayne Steele,278,Camera,Electronics,3,968.02,2024-04-26,Guinea-Bissau
262,328,Robin Gray,293,Microwave,Home Appliances,5,711.75,2024-03-19,French Polynesia
263,230,Aaron Miles,273,Smartwatch,Electronics,5,382.91,2023-11-25,Thailand
264,889,Amanda Guzman,278,Microwave,Home Appliances,5,102.52,2023-09-19,Northern Mariana Islands
265,679,Jon Rivera,209,Heater,Home Appliances,3,28.05,2023-09-26,Guatemala
266,427,Stephen Davis,290,Microwave,Home Appliances,2,348.32,2024-03-12,Northern Mariana Islands
267,846,Jillian Baker,231,Vacuum Cleaner,Home Appliances,2,999.98,2024-03-21,Bangladesh
268,458,Brian Smith,249,Laptop,Electronics,3,845.98,2023-12-13,Saint Martin
269,529,Stacey Snyder,248,Router,Electronics,5,836.77,2023-11-09,Mauritius
270,484,John Shields,283,Camera,Electronics,5,139.74,2024-04-15,Poland
271,330,Benjamin Singleton,237,Microwave,Home Appliances,2,189.04,2023-07-03,Ghana
272,367,Angela Jackson,248,Tablet,Electronics,1,416.75,2023-08-27,Saint Martin
273,176,Stephanie Davis,276,Tablet,Electronics,5,292.08,2024-02-19,Uganda
274,594,Jessica Valdez,277,Vacuum Cleaner,Home Appliances,5,246.78,2024-06-05,Jordan
275,260,Gary Mccann,252,Vacuum Cleaner,Home Appliances,3,681.52,2024-03-22,Mexico
276,839,Kimberly Guerrero,238,Air Conditioner,Home Appliances,3,780.34,2023-09-26,Bhutan
277,150,Joshua Henry,206,Microwave,Home Appliances,2,803.25,2023-11-13,Afghanistan
278,537,Rodney Weber,261,Smartwatch,Electronics,1,644.77,2023-09-11,Bhutan
279,126,Mark Rowland,260,Heater,Home Appliances,1,714.29,2024-05-18,Brazil
280,415,Kaitlin Jacobson,233,Smartwatch,Electronics,1,765.49,2023-07-31,Norway
281,657,Jacob James,223,Air Conditioner,Home Appliances,5,155.88,2023-12-16,Aruba
282,369,Dennis Hood,272,Refrigerator,Home Appliances,2,818.54,2023-07-19,Canada
283,870,Anne Barnett,269,Blender,Home Appliances,4,62.72,2023-12-03,Saudi Arabia
284,703,Antonio Hughes,266,Vacuum Cleaner,Home Appliances,4,994.58,2023-12-05,Martinique
285,803,Karen Keith,260,Vacuum Cleaner,Home Appliances,1,325.5,2023-10-20,Belgium
286,504,Michelle Shaw,266,Camera,Electronics,2,146.22,2024-05-01,Montenegro
287,793,Mrs. Tiffany Cole,221,Air Conditioner,Home Appliances,2,761.25,2023-09-16,Sri Lanka
288,297,Jay Mcneil,255,Air Conditioner,Home Appliances,5,15.2,2023-09-12,Swaziland
289,742,Kurt Flores,293,Smartphone,Electronics,3,223.5,2024-06-15,Sri Lanka
290,168,Justin Arnold,235,Router,Electronics,5,532.49,2024-01-13,Kuwait
291,994,Michael Matthews,253,Smartwatch,Electronics,2,308.14,2023-08-08,Israel
292,253,Kevin Chang,212,Television,Electronics,4,642.56,2024-06-19,Botswana
293,676,Rachel Dillon,244,Refrigerator,Home Appliances,1,838.32,2024-05-31,Isle of Man
294,370,John Lynch,204,Electric Kettle,Home Appliances,5,26.27,2023-08-31,Falkland Islands (Malvinas)
295,512,Lee Steele,204,Headphones,Electronics,3,434.95,2023-11-26,Tuvalu
296,439,Amber Alvarez,234,Vacuum Cleaner,Home Appliances,5,422.4,2024-06-08,Holy See (Vatican City State)
297,120,Riley Collins,262,Router,Electronics,3,77.0,2024-05-24,Qatar
298,801,Sean Taylor,295,Printer,Electronics,4,53.1,2023-12-15,Singapore
299,945,Nicholas Jacobs,211,Toaster,Home Appliances,3,749.84,2023-09-06,Kenya
300,316,Jennifer Washington,266,Refrigerator,Home Appliances,3,248.71,2024-05-27,Holy See (Vatican City State)
301,940,Rick Jones,290,Smart Bulb,Electronics,3,142.08,2024-01-08,Iraq
302,238,Kelly Carroll,222,Heater,Home Appliances,3,815.37,2023-09-08,Turkey
303,952,Anthony Johnson,206,Tablet,Electronics,4,635.42,2024-06-16,Guyana
